scenario_id,scenario_type,linked_items,item_count
19588,location,"Automatic regulating or controlling instruments;Camera accessories (e.g., mounts, batteries);Dispensing systems;Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage not exceeding 1,000 volts;Electronic Integrated Circuits;Fitness Equipment (e.g., Treadmills);Instruments for physical or chemical analysis;IoT Devices and Controllers",8
19589,location,"3D Sensing Modules;Blenders;Communication apparatus;Electronic Integrated Circuits;Food Processors;Insulated electric conductors, for a voltage not exceeding 1,000 volts, fitted with connectors;Machines for the reception, conversion and transmission or regeneration of voice, images or other data;Portable Computers (Laptops)",8
19590,location,"Electronic integrated circuits; n.e.s. in heading no. 8542;Memories, electronic integrated circuits;Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",4
19591,location,Natural Gas,1
19592,location,Crude Petroleum Oils,1
19593,location,Liqueurs and Cordials;Whiskies,2
19594,location,Glass for liquid crystal displays,1
19595,location,"Plates, sticks, tips, and the like for tools, unmounted, of cermets",1
19596,location,"Electric Conductors for a Voltage Not Exceeding 1,000 Volts",1
19597,location,"Printed Books, Brochures, and Similar Printed Matter",1
19598,location,Petroleum Oils and Preparations,1
19599,location,Illuminated Mirrors and Lighting Fixtures,1
19600,location,Sweet biscuits; waffles and wafers,2
19601,location,"Railway or tramway goods vans and wagons, not self-propelled",1
19602,location,Wiring harnesses for vehicles,1
19603,location,Veterinary Pharmaceuticals,1
19604,location,Hygienic or pharmaceutical articles of vulcanized rubber other than hard rubber,1
19605,location,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage not exceeding 1,000 volts;Insulated electric conductors, for a voltage not exceeding 1,000 volts, fitted with connectors",2
19606,location,Copper Ores and Concentrates,1
19607,location,Copper Cathodes,1
19608,location,Blood Transfusion Apparatus,1
19609,location,"Motor vehicles for the transport of goods, with a spark-ignition internal combustion piston engine, of a gross vehicle weight not exceeding 5 tonnes",1
19610,location,"Drive Axles with Differential, whether or not provided with other transmission components;Gear Boxes and Parts Thereof;Parts and Accessories of the Motor Vehicles",3
19611,location,Communication apparatus;Electronic Integrated Circuits,2
19612,location,"Seats with metal frames, upholstered;Upholstered seats with wooden frames;Wooden furniture of a kind used in the bedroom",3
19613,location,Lithium Carbonate;Lithium Oxide and Hydroxide,2
19614,location,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,1
19615,location,Motor Vehicles for the Transport of Goods with Spark-Ignition Internal Combustion Piston Engine of a Gross Vehicle Weight Not Exceeding 5 Tonnes,1
19616,location,Radar and Electronic Systems,1
19617,location,Electric Vehicle Charging Stations;Unmanned Aerial Vehicles (UAVs),2
19618,location,Integrated Circuits (ICs),1
19619,location,"Other Plates, Sheets, Film, Foil and Strip, of Plastics;Plastic Boxes, Cases, Crates and Similar Articles;Prepared glues and other adhesives",3
19620,location,"Lemons and limes, fresh or dried",1
19621,location,Animal Feed Additives,1
19622,location,3D Imaging and Realization Solutions;Artificial Heart Valves;Automatic data processing machines and units;Diagnostic or laboratory reagents on a backing;Dredgers;Electronic Integrated Circuits;Flanges of other alloy steel;Floating or submersible drilling or production platforms,8
19623,location,"Aluminum bars, rods, and profiles;Aluminum tubes and pipes",2
19624,location,"Semi-finished products of iron or non-alloy steel, containing by weight less than 0.25% of carbon",1
19625,location,"Pebbles, gravel, broken or crushed stone",1
19626,location,"Electronic indicator panels;Illuminated signs, illuminated name-plates and the like;Mechanical Appliances for Projecting, Dispersing or Spraying Liquids or Powders;Monitors and projectors, principally used in an automatic data processing system;Other agricultural, horticultural, forestry machinery",5
19627,location,Coconut Water,1
19628,location,"Chocolate, prepared as blocks, slabs or bars",1
19629,location,Parts of Filtering or Purifying Machinery and Apparatus,1
19630,location,Beauty or make-up preparations and preparations for the care of the skin;Skin Care Products;Toothpaste,3
19631,location,Armored fighting vehicles,1
19632,location,"Food preparations not elsewhere specified or included;Instruments and apparatus for physical or chemical analysis;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses;Pharmaceutical products (Humira);Pharmaceutical products (Skyrizi);Veterinary Medicines",6
19633,location,"Electric Generating Sets and Rotary Converters;Producer Gas or Water Gas Generators, with or without their Purifiers",2
19634,location,"Industrial or laboratory furnaces and ovens, non-electric",1
19635,location,Electric Sensors;Pressure Sensors;Security Screening Equipment,3
19636,location,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,1
19637,location,Razors and Razor Blades,1
19638,location,Electrical apparatus for switching or protecting electrical circuits,1
19639,location,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",1
19640,location,Yachts and other vessels for pleasure or sports,1
19641,location,"Glaziers' Putty, Grafting Putty, Resin Cements;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Paints and Varnishes (including enamels and lacquers)",3
19642,location,Treated Wood,1
19643,location,"Fats and oils, animal or vegetable, and their fractions",1
19644,location,Heat exchange units,1
19645,location,"Grape Spirits;Wine of fresh grapes, in containers not exceeding 2 liters",2
19646,location,"Wine of fresh grapes, including fortified wines; grape must with fermentation prevented or arrested by the addition of alcohol, in containers holding 2 liters or less",2
19647,location,"Mixing, kneading, crushing, grinding, screening, sifting, homogenizing, emulsifying or stirring machines",1
19648,location,Tractors (other than tractors of heading 8709),1
19649,location,Bearing Housings,1
19650,location,Mixed Seasonings and Condiments;Parts and accessories of bodies for motor vehicles,2
19651,location,"Catheters;Cutting Machines for Paper and Other Materials;Electronic Machines with Connectivity;Other Instruments and Appliances for Medical, Surgical, Dental or Veterinary Sciences",4
19652,location,Electronic Integrated Circuits,1
19653,location,"Electronic integrated circuits, amplifiers;Integrated circuits, monolithic, digital",2
19654,location,"Antisera and other blood fractions;DNA Libraries;Diagnostic Reagents Based on Microarrays;Hormones and other products used primarily in cancer treatment;Immunological Products, Put Up in Measured Doses or in Forms or Packings for Retail Sale;Immunological products, mixed;Instruments and apparatus for physical or chemical analysis;Machines and mechanical appliances having individual functions, not specified or included elsewhere",8
19655,location,Crude Petroleum Oils,1
19656,location,Floating or submersible drilling or production platforms,1
19657,location,Coniferous Wood in the Rough,1
19658,location,Seats of a kind used for motor vehicles,1
19659,location,"Energy Drinks;Parts of air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity",2
19660,location,Additives for lubricating oils;Armored Fighting Vehicles,2
19661,location,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses;Veterinary Medicines",2
19662,location,"Endoscopy Devices;Instruments and appliances used in medical, surgical, dental, or veterinary sciences, n.e.s.;Urology and Pelvic Health Devices",3
19663,location,"Printed Books, Brochures, Leaflets",1
19664,location,Motorcycles with electric motor;Motorcycles with reciprocating internal combustion piston engine,2
19665,location,Other Electrical Machines and Apparatus,1
19666,location,Upholstered Seats with Wooden Frames,1
19667,location,Metal furniture other than seats,1
19668,location,Frozen cuts and edible offal of fowls of the species Gallus domesticus (chicken),1
19669,location,"Furniture;Furniture, wooden, other than for office, kitchen or bedroom use",2
19670,location,Wooden Furniture,1
19671,location,"Wooden Furniture;Wooden Furniture for Bedrooms;Wooden furniture, other than for office, kitchen or bedroom use",3
19672,location,"Other firearms, sporting, hunting or target-shooting rifles;Parts and accessories of revolvers or pistols;Revolvers and pistols, other than those of heading 9303 or 9304",3
19673,location,Butter;Fresh Eggs,2
19674,location,Electric Motors and Generators,1
19675,location,Trailers and semi-trailers,1
19676,location,"Wood in the rough, coniferous, whether or not stripped of bark or sapwood",1
19677,location,"Cartons, boxes and cases, corrugated paper or paperboard",1
19678,location,"Centrifugal Pumps;Dog or cat food, put up for retail sale",2
