Main Product Name,HS Code,Input Product,Industry,NAICS Code,Percentage Cost
Insulated Wire and Cable,390210,Polypropylene,Plastics Material and Resin Manufacturing,325211,15.0
Insulated Wire and Cable,390120,Polyethylene,Plastics Material and Resin Manufacturing,325211,10.0
Insulated Wire and Cable,740819,Other Copper Wire,"Copper Rolling, Drawing, and Extruding",331420,5.0
Insulated Wire and Cable,390410,Polyvinyl Chloride,Plastics Material and Resin Manufacturing,325211,10.0
Towers and Lattice Masts,730820,Towers and lattice masts of iron or steel,Metal Fabrication,332312,40.0
Towers and Lattice Masts,721410,"Bars and rods, of iron or non-alloy steel, forged, hot-rolled, hot-drawn or hot-extruded",Steel Manufacturing,331110,25.0
Towers and Lattice Masts,730890,"Structures and parts of structures, of iron or steel, n.e.s.",Metal Fabrication,332312,15.0
Towers and Lattice Masts,731210,"Stranded wire, ropes and cables, of iron or steel, not electrically insulated",Wire Product Manufacturing,332618,10.0
Optical Media for Software,852341,Discs for laser reading systems for reproducing phenomena other than sound or image,Computer and Electronic Product Manufacturing,334613,35.0
Optical Media for Software,392690,Other articles of plastics,Plastics Product Manufacturing,326199,20.0
Optical Media for Software,852351,Solid-state non-volatile storage devices,Computer and Electronic Product Manufacturing,334112,25.0
Optical Media for Software,900319,"Frames and mountings for spectacles, goggles or the like, of other materials",Optical Instruments and Lens Manufacturing,333314,5.0
Cash registers,853710,"Control panels, consoles, and other apparatus for electric control or distribution of electricity",Electrical Equipment Manufacturing,335313,25.0
Cash registers,847330,Parts and accessories of automatic data processing machines,Computer and Electronic Product Manufacturing,334111,20.0
Cash registers,854442,"Insulated electric conductors, for a voltage not exceeding 1,000 volts",Wire and Cable Manufacturing,335929,10.0
Cash registers,853400,Printed circuits,Semiconductor and Other Electronic Component Manufacturing,334412,15.0
Cash registers,392690,Other articles of plastics,Plastics Product Manufacturing,326199,5.0
"Seats, with wooden frames, upholstered",440729,"Wood, sawn or chipped lengthwise, sliced or peeled",Wood Product Manufacturing,321999,25.0
"Seats, with wooden frames, upholstered",940190,"Parts of seats, other than those of heading 9402",Furniture and Related Product Manufacturing,337127,15.0
"Seats, with wooden frames, upholstered",540761,Woven fabrics of synthetic filament yarn,Textile Mills,313210,20.0
"Seats, with wooden frames, upholstered",940390,Parts of furniture,Furniture and Related Product Manufacturing,337215,10.0
"Seats, with wooden frames, upholstered",940161,"Seats, with wooden frames, upholstered",Furniture and Related Product Manufacturing,337121,30.0
Metal furniture other than seats,7208.90,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated",Iron and Steel Mills and Ferroalloy Manufacturing,331110,25.0
Metal furniture other than seats,7318.15,"Threaded screws and bolts, of iron or steel",Hardware Manufacturing,332722,10.0
Metal furniture other than seats,7604.29,"Aluminum alloy bars, rods and profiles",Aluminum Product Manufacturing,331318,15.0
Metal furniture other than seats,9403.90,"Parts of furniture, of metal",Furniture and Related Product Manufacturing,337124,20.0
"Network Equipment (e.g., routers, switches)",854239,Electronic integrated circuits,Semiconductor and Other Electronic Component Manufacturing,334413,25.0
"Network Equipment (e.g., routers, switches)",853690,Electrical apparatus for switching or protecting electrical circuits,Electrical Equipment Manufacturing,335313,15.0
"Network Equipment (e.g., routers, switches)",850450,Inductors,Electrical Equipment Manufacturing,335999,10.0
"Network Equipment (e.g., routers, switches)",854420,Coaxial cable and other coaxial electric conductors,Cable and Other Wiring Device Manufacturing,335929,8.0
"Network Equipment (e.g., routers, switches)",392690,Other articles of plastics,Plastics Product Manufacturing,326199,5.0
Other Communication Equipment,854239,Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,25.0
Other Communication Equipment,853400,Printed Circuits,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,15.0
Other Communication Equipment,850440,Static Converters,"Power, Distribution, and Specialty Transformer Manufacturing",335311,10.0
Other Communication Equipment,854442,Insulated Wire and Cable,Communication and Energy Wire and Cable Manufacturing,335929,8.0
Other Communication Equipment,902300,Instruments and Apparatus for Measuring or Checking Electrical Quantities,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",334515,5.0
Automated Medication Dispensing Systems,854231,Electronic Integrated Circuits,Semiconductor and Other Electronic Component Manufacturing,334413,15.0
Automated Medication Dispensing Systems,847330,Parts and Accessories of Computers,Computer and Peripheral Equipment Manufacturing,334111,10.0
Automated Medication Dispensing Systems,850440,"Static Converters (e.g., Power Supplies)",Electrical Equipment Manufacturing,335999,8.0
Automated Medication Dispensing Systems,902290,Parts and Accessories of Other Instruments and Appliances,Medical Equipment and Supplies Manufacturing,339113,12.0
Automated Medication Dispensing Systems,853690,Electrical Apparatus for Switching or Protecting Electrical Circuits,Electrical Equipment Manufacturing,335931,7.0
Automated Pharmacy Storage Systems,847150,"Processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units",Computer and Peripheral Equipment Manufacturing,334111,25.0
Automated Pharmacy Storage Systems,853710,"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536, for electric control or the distribution of electricity",Electrical Equipment Manufacturing,335313,15.0
Automated Pharmacy Storage Systems,902780,"Instruments and apparatus for physical or chemical analysis (e.g., polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus), other than using optical radiations",Analytical Laboratory Instrument Manufacturing,334516,10.0
Automated Pharmacy Storage Systems,847340,Parts and accessories of the machines of heading 8472 (office machines),Office Machinery Manufacturing,333313,5.0
Automated Pharmacy Storage Systems,850440,"Static converters (e.g., rectifiers) and inductors","Power, Distribution, and Specialty Transformer Manufacturing",335311,12.0
Wound Dressings and Bandages,520812,Woven Cotton Fabrics,Textile Mills,313210,20.0
Wound Dressings and Bandages,300590,Wound Care Products,Pharmaceutical and Medicine Manufacturing,325412,15.0
Wound Dressings and Bandages,560312,Nonwoven Fabric,"Fiber, Yarn, and Thread Mills",313110,25.0
Wound Dressings and Bandages,392010,Plastic Sheets,Plastics Product Manufacturing,326113,10.0
Optical Media for Software,392690,Plastic Articles,Plastics Product Manufacturing,326199,30.0
Optical Media for Software,852341,Optical Media,Other Electronic Component Manufacturing,334419,40.0
Optical Media for Software,721012,Flat Rolled Iron or Non-Alloy Steel,Iron and Steel Mills and Ferroalloy Manufacturing,331110,15.0
Wooden Kitchen Cabinets,440729,"Wood, tropical, sawn or chipped lengthwise, sliced or peeled",Wood Product Manufacturing,321999,30.0
Wooden Kitchen Cabinets,441820,Wooden doors and their frames and thresholds,Wood Product Manufacturing,321911,15.0
Wooden Kitchen Cabinets,441400,"Wooden frames for paintings, photographs, mirrors or similar objects",Wood Product Manufacturing,321999,10.0
Wooden Kitchen Cabinets,441899,Other builders' joinery and carpentry of wood,Wood Product Manufacturing,321918,20.0
Wooden Kitchen Cabinets,940340,Wooden furniture for kitchens,Furniture and Related Product Manufacturing,337110,25.0
Wooden Bedroom Furniture,440799,"Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm",Sawmills and Wood Preservation,321113,35.0
Wooden Bedroom Furniture,440910,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped along any of its edges, ends or faces, whether or not planed, sanded or end-jointed","Veneer, Plywood, and Engineered Wood Product Manufacturing",321219,15.0
Wooden Bedroom Furniture,441820,"Doors and their frames and thresholds, of wood",Wood Kitchen Cabinet and Countertop Manufacturing,337110,10.0
Wooden Bedroom Furniture,441899,"Builders' joinery and carpentry of wood, nes",Other Wood Product Manufacturing,321999,8.0
Other Wooden Furniture,440710,"Coniferous Wood, Sawn or Chipped Lengthwise",Lumber and Wood Product Manufacturing,321113,25.0
Other Wooden Furniture,441820,"Doors and Their Frames and Thresholds, of Wood",Millwork,321911,10.0
Other Wooden Furniture,441400,"Wooden Frames for Paintings, Photographs, Mirrors or Similar Objects",Wood Product Manufacturing,321999,5.0
Other Wooden Furniture,441210,"Plywood, Veneered Panels and Similar Laminated Wood","Veneer, Plywood, and Engineered Wood Product Manufacturing",321212,20.0
Parts and accessories of bodies (including cabs) of the motor vehicles,720825,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, in coils, hot-rolled, with patterns in relief",Steel Manufacturing,331110,15.0
Parts and accessories of bodies (including cabs) of the motor vehicles,390110,Polyethylene having a specific gravity of less than 0.94,Plastics Material and Resin Manufacturing,325211,8.0
Parts and accessories of bodies (including cabs) of the motor vehicles,870829,Parts and accessories of the motor vehicles of headings 8701 to 8705,Automobile Parts Manufacturing,336390,12.0
Parts and accessories of bodies (including cabs) of the motor vehicles,760612,"Aluminum plates, sheets and strip, of a thickness exceeding 0.2mm","Aluminum Sheet, Plate, and Foil Manufacturing",331318,10.0
Threaded screws and bolts,720720,Semi-finished products of iron or non-alloy steel,Iron and Steel Mills and Ferroalloy Manufacturing,331110,40.0
Threaded screws and bolts,731815,"Threaded screws and bolts, of iron or steel",Hardware Manufacturing,332722,15.0
Threaded screws and bolts,721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel",Iron and Steel Mills and Ferroalloy Manufacturing,331110,25.0
Parts for machines and mechanical appliances having individual functions,732690,Other articles of iron or steel,Iron and Steel Manufacturing,331110,15.0
Parts for machines and mechanical appliances having individual functions,848210,Ball bearings,Bearing Manufacturing,332991,10.0
Parts for machines and mechanical appliances having individual functions,841391,Parts of pumps,Pump Manufacturing,333911,20.0
Parts for machines and mechanical appliances having individual functions,850300,Parts suitable for use solely or principally with electric motors and generators,Electric Motor Manufacturing,335312,12.0
"Other Appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability",901839,"Catheters, Cannulae and the like",Medical Equipment and Supplies Manufacturing,339113,15.0
"Other Appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability",902190,Other Artificial Parts of the Body,Medical Equipment and Supplies Manufacturing,339113,20.0
"Other Appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability",390950,Polyurethanes in Primary Forms,Plastics Material and Resin Manufacturing,325211,12.0
Optical Media for Software,852349,Optical Media for the Recording of Software,Magnetic and Optical Recording Media Manufacturing,334613,25.0
Optical Media for Software,392690,Other Articles of Plastics,Plastics Product Manufacturing,326199,10.0
Optical Media for Software,853400,Printed Circuits,Printed Circuit Assembly Manufacturing,334418,5.0
"Other machines and mechanical appliances, having individual functions, not specified or included elsewhere in this chapter",760429,"Aluminium alloy bars, rods and profiles",Aluminum Product Manufacturing,331318,15.0
"Other machines and mechanical appliances, having individual functions, not specified or included elsewhere in this chapter",850300,Parts suitable for use solely or principally with the machines of heading 8501 or 8502,Electrical Equipment Manufacturing,335312,20.0
